status;official;origin;balancedVersion;IGNORE_workComment;card_code;title;IGNORE_phaseUp;phaseUp;phaseDown;cost;startingMegacredits;card_Type;IGNORE_tag_one;IGNORE_tag_two;IGNORE_tag_three;tagsId;vpNumber;vpScaling;IGNORE_requirement_desc;IGNORE_description;effectSummaryType;effectSummaryOption;effectSummaryType2;effectSummaryOption2;prerequisiteType;prerequisiteTresholdType;prerequisitePaidRessource;prerequisiteTag;prerequisiteTagId;prerequisiteTresholdStep;prerequisiteTresholdValue;IGNORE_stockableRessource1;IGNORE_stockableRessource1;IGNORE_stockableRessource1;stockableRessource;title_en;title_fr;vpText_en;vpText_fr;effectSummaryText_en;effectSummaryText_fr;effectText_en;effectText_fr;effectSummaryText2_en;effectSummaryText2_fr;effectText2_en;effectText2_fr;playedText_en;playedText_fr;prerequisiteSummaryText_en;prerequisiteSummaryText_fr;prerequisiteText_en;prerequisiteText_fr;actionTextOption1_en;actionTextOption1_fr;actionTextOption2_en;actionTextOption2_fr
validated;no;fanmade;;;FM14;Space Relay;;;;13;;blueProject;space;jovian;;1,5;;0;;;trigger;;;;tag;;;;;;;;;;;Space Relay;Relai Spatial;;;$tag_jovian$: $ressource_megacreditvoid_-5$$skipline$$tag_jovian$: $ressource_card$;$tag_jovian$: $ressource_megacreditvoid_-5$$skipline$$tag_jovian$: $ressource_card$;EFFECT: When you play a $tag_jovian$, you pay 5MC less for it and draw a card.;EFFET: Lorsque vous jouez un $tag_jovian$, payez 5MC de moins et piochez une carte.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM15;Ants;III;III;;10;;blueProject;microbe;;;8;*;1;;"*=1 victory point for every 3 microbes on this card.
ACTION: Add 1 microbe to this card.";action;scalingCostActivation;;;;;;;;;;microbe;;;microbe;Ants;Ants;/ $ressource_microbe$$ressource_microbe$;/ $ressource_microbe$$ressource_microbe$;$other_arrow$$skipline$$ressource_microbe$/$tag_microbe$$tag_microbe$;;ACTION: Add 1 $ressource_microbe$ to this card per 2 $tag_microbe$ you have, including this one.;ACTION: Ajoutez 1 microbe sur cette carte pour 2 $tag_microbe$ en votre possession, y compris celui-ci.;;;;;;;;;;;$ressource_microbe$/$tag_microbe$;$ressource_microbe$/$tag_microbe$;;
validated;no;fanmade;;;FM16;Lunar Embassy;IV;IV;;28;;greenProject;earth;space;;4,1;2;0;;During the production phase, this card produces 1 $ressource_plant$ per 2 $tag_earth$ you have, including this one.;production;;;;;;;;;;;;;;;Lunar Embassy;Embassade Lunaire;;;$ressource_megacreditvoid_5$$skipline$$ressource_plant$/$tag_earth$$tag_earth$;$ressource_megacreditvoid_5$$skipline$$ressource_plant$/$tag_earth$$tag_earth$;During the production phase, this card produces 5 MC, $skipline$ During the production phase, this card produces 1 $ressource_plant$ per two $tag_earth$ you have, including this one.;Lors de la phase de production, cette carte produit 5 MC.$skipline$Lors de la phase de production, cette carte produit 1 $ressource_plant$ tous les deux $tag_earth$ en votre possession, y compris celui-ci.;;;;;Draw a card.;Piochez une carte.;;;;;;;;
validated;no;fanmade;;;FM17;Ecology Research;IV;IV;;21;;greenProject;science;microbe;animal;2,8,7;1;0;;;production;;;;;;;;;;;;;;;Ecology Research;Recherche Ecologique;;;$ressource_plant$/$tag_science$$tag_science$;$ressource_plant$/$tag_science$$tag_science$;During the production phase, this card produces $ressource_plant$ per two $tag_science$ you have, including this one.;Lors de la phase de production, cette carte produit $ressource_plant$ tous les deux $tag_science$ en votre possession, y compris celui-ci.;;;;;Add 2 $ressource_microbe$ to another card.$skipline$Add  $ressource_animal$ to another card.;Ajoutez 2 $ressource_microbe$ à une autre carte.$skipline$Ajoutez $ressource_animal$ à une autre carte.;;;;;;;;
validated;no;fanmade;;;FM18;Galilean Waystation;IV;IV;;15;;greenProject;space;jovian;;1,5;1;0;;;production;;;;;;;;;;;;;;;Galilean Waystation;Escale de Galilée;;;$ressource_megacredit$/$tag_jovian$;$ressource_megacredit$/$tag_jovian$;During the production phase, this card produces 1 MC per $tag_jovian$ you have, including this one.;Lors de la phase de production, cette carte produit 1 MC par $tag_jovian$ en votre possession, y compris celui-ci.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM19;Earth Elevator;IV;IV;;43;;greenProject;space;building;earth;1,0,4;4;0;;;greyProduction;;;;;;;;;;;;;;;Earth Elevator;Ascenseur Terrestre;;;$ressource_titanium$$ressource_titanium$$ressource_titanium$;$ressource_titanium$$ressource_titanium$$ressource_titanium$;EFFECT: When you play a $tag_space$, you pay 9MC less for it.;EFFECT: Lorsque vous jouez un $tag_space$, payez 9MC de moins.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM20;Interplanetary Trade;IV;IV;;27;;greenProject;space;;;1;1;0;;;production;;;;;;;;;;;;;;;Interplanetary Trade;Interplanetary Trade;;;$ressource_megacredit$/$tag_omni$;$ressource_megacredit$/$tag_omni$;During the production phase, this card produces 1 MC per different tag you have, including this one.;Lors de la phase de production, cette carte produit 1 MC par badge différent en votre possession, y compris celui-ci.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM21;Io Sulphur Research;;;;17;;redProject;science;jovian;event;2,5,9;2;0;;;;;;;;;;;;;;;;;;Io Sulphur Research;Recherche de Souffre sur Io;;;;;;;;;;;Draw a card.$skipline$If you have 3 $tag_jovian$ or more (this one included), draw 2 additional cards.;Piochez une carte.$skipline$Si vous avez 3 $tag_jovian$ ou plus (celui-ci inclus), piochez 2 cartes supplémentaires.;;;;;;;;
validated;no;fanmade;;;FM22;Magnetic Shield;;;;24;;redProject;space;power;event;1,3,9;;0;;;;;;;;;;;;;;;;;;Magnetic Shield;Bouclier Magnétique;;;;;;;;;;;Gain $other_tr$$other_tr$$other_tr$$other_tr$.;Gagnez $other_tr$$other_tr$$other_tr$$other_tr$.;$tag_power$$tag_power$$tag_power$;$tag_power$$tag_power$$tag_power$;Requires 3 $tag_power$.;Requiert 3 $tag_power$.;;;;
validated;no;fanmade;;;FM23;Advertising;;;;4;;greenProject;earth;;;4;;0;;;production;;;;;;;;;;;;;;;Advertising;;;;$ressource_megacredit$ / >=$ressource_megacreditvoid_20$;;During the production phase, this card produces 1MC per card you played that have an initial cost of 20MC or more.;Lors de la phase de production, cette carte produit 1MC par carte dont le coût initial est de 20MC ou plus.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM24;Spinoff Department;;;;10;;blueProject;building;;;0;;0;;;trigger;;;;;;;;;;;;;;;Spinoff Department;Pépinière d'entreprises;;;>=$ressource_megacreditvoid_20$: $ressource_card$;>=$ressource_megacreditvoid_20$: $ressource_card$;EFFECT: When you play a card that costs 20 MC or more, draw a card.;EFFET: lorsque vous jouez une carte dont le coût imprimé est de 20 ou plus, piochez une carte.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM25;Secret Labs;;;;21;;redProject;space;jovian;event;1,5,9;1;0;;;;;;;;;;;;;;;;;;Secret Labs;Laboratoires Secrets;;;;;;;;;;;Choose one : $other_ocean$+$ressource_microbe$$ressource_microbe$* / $other_oxygen$+$ressource_plant$$ressource_plant$$ressource_plant$ / $other_temperature$+$ressource_science$$ressource_science$*;Choisissez un : $other_ocean$+$ressource_microbe$$ressource_microbe$* / $other_oxygen$+$ressource_plant$$ressource_plant$$ressource_plant$ / $other_temperature$+$ressource_science$$ressource_science$*;;;;;;;;
validated;no;fanmade;;;FM26;Red Spot Observatory;;;;17;;blueProject;science;jovian;;2,5;2;0;;;action;;;;tag;;;;;;;;;;;Red Spot Observatory;Observatoire de la Grande Tache Rouge;;;$other_arrow$$ressource_card$;$other_arrow$$ressource_card$;ACTION: Draw a card.;ACTION: Piochez une carte;;;;;Draw two cards.;Piochez deux cartes.;$tag_science$$tag_science$$tag_science$;$tag_science$$tag_science$$tag_science$;Requires 3 $tag_science$.;Requiert 3 $tag_science$.;$ressource_card$;$ressource_card$;;
validated;no;fanmade;;;FM27;Jovian Lanterns;;;;20;;blueProject;jovian;;;5;*;1;;;action;scalingCostActivation;;;tag;;;;;;;science;;;science;Jovian Lanterns;Lanternes Joviennes;/ $ressource_science$;/ $ressource_science$;$other_arrow$$skipline$$ressource_science$/$tag_jovian$$tag_jovian$$tag_jovian$;$other_arrow$$skipline$$ressource_science$/$tag_jovian$$tag_jovian$$tag_jovian$;ACTION: Add 1 $ressource_science$ here per 3 $tag_jovian$ you have.;ACTION: Ajoutez 1 $ressource_science$ sur cette carte pour 3 $tag_jovian$ en votre possession.;;;;;;;$tag_jovian$;$tag_jovian$;Requires 1 $tag_jovian$.;Requiert 1 $tag_jovian$.;;;;
validated;no;fanmade;;;FM28;Conscription;;;;5;;redProject;earth;event;;4,9;-1;0;;;;;;;;;;;;;;;;;;Conscription;Conscription;;;;;;;;;;;You may play an additional card this phase. That card may be a green card. You pay 16 MC less for the card you play this phase.;Vous pouvez jouer une carte supplémentaire lors de cette phase. Cette carte peut être verte. Le coût de la prochaine carte que vous jouez lors de cette phase est réduit de 16 MC. ;$tag_earth$$tag_earth$;$tag_earth$$tag_earth$;Requires 2 $tag_earth$.;Requiert 2 $tag_earth$.;;;;
validated;no;fanmade;;;FM29;Research Coordination;IV;IV;;8;;greenProject;wild;;;10;;0;;;production;;;;;;;;;;;;;;;Research Coordination;Coordination de la recherche;;;$ressource_megacreditvoid_2$;$ressource_megacreditvoid_2$;During the production phase, this card produces 2 MC.;Lors de la phase de production, cette carte produit 2 MC.;;;;;Chose a tag and add it to this card.;Choisissez un badge et ajoutez-le à cette carte. ;;;;;;;;
validated;no;fanmade;;;FM30;HelioLink Space Station;IV;IV;;23;;greenProject;space;science;power;1,2,3;2;0;;;production;;;;;;;;;;;;;;;HelioLink Space Station;Station Spatiale HelioLink;;;$ressource_heat$ / $tag_science$;;During the production phase, this card produces 1 heat for each $tag_science$ you have, including this one.;Lors de la phase de production, cette carte produit 1 chaleur par $tag_science$ en votre possession, y compris celui-ci.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM31;Solar Wind Power;IV;IV;;11;;greenProject;space;science;power;1,2,3;;0;;;mixedProduction;;;;;;;;;;;;;;;Solar Wind Power;Energie Des Vents Solaires;;;$ressource_heat$$mix$$ressource_titanium$;;During the production phase, this card produces 1 heat. When you play a $tag_space$ you pay 3 MC less for it.;Lors de la phase de production, cette carte produit 1 chaleur. Lorsque vous jouez un $tag_space$ vous payez 3 MC de moins.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM32;Potatoes Farm;IV;IV;;10;;greenProject;plant;;;6;;0;;;production;;;;;;;;;;;;;;;Potatoes Farm;Ferme De Patates;;;$ressource_megacredit$$ressource_plant$ / $tag_plant$;;During the production phase, this card produces 1 MC and 1 plant per $tag_plant$ you have, including this.;Lors de la phase de production, cette carte produit 1 plante et 1 MC pour chaque $tag_plant$ en votre possession, y compris celui-ci.;;;;;;;$tag_plant$$tag_plant$;;Requires 2 $tag_plant$;Requiert 2 $tag_plant$.;;;;
validated;no;fanmade;;;FM33;Solar Farm;IV;IV;;12;;greenProject;building;plant;power;0,6,3;;0;;;production;;;;;;;;;;;;;;;Solar Farm;Ferme Solaire;;;$ressource_heat$ / $tag_plant$;;During the production phase, this card produces 1 heat per $tag_plant$ you have, including this.;Lors de la phase de production, cette carte produit 1 chaleur pour chaque $tag_plant$ en votre possession, y compris celui-ci.;;;;;;;;;;;;;;
validated;no;fanmade;;;FM34;Sponsored Academies;IV;IV;;9;;redProject;science;earth;event;2,4,9;1;0;;;;;;;;;;;;;;;;;;Sponsored Academies;Académies Sponsorisées;;;;;;;;;;;Discard $ressource_card$.$skipline$Draw $ressource_card$$ressource_card$$ressource_card$.;Défaussez $ressource_card$.$skipline$ Piochez $ressource_card$$ressource_card$$ressource_card$.;;;;;;;;
validated;no;moon;;;M1;Archimede's Hydroponics Station;;;;12;;greenProject;moon;plant;;11,6;1;0;;;production;;;;;;;;;;;;;;;Archimede's Hydroponics Station;;;;$ressource_plant$$ressource_plant$;;During the production phase, this card produces 2 plants.;;;;;;;;;;;;;;;
validated;no;moon;;;M2;Aristarchus Road Network;;;;15;;greenProject;building;moon;;0,11;1;0;;;production;;;;;;;;;;;;;;;Aristarchus Road Network;;;;$ressource_megacreditvoid_2$;;During the production phase, this card produces 2MC.;;;;;;Increase Moon structures by 1.;;;;;;;;;
validated;no;moon;;;M3;Copernicus Solar Arrays;;;;8;;greenProject;space;moon;power;1,11,3;;0;;;production;;;;;;;;;;;;;;;Copernicus Solar Arrays;;;;$ressource_heat$;;During the production phase, this card produces 1 heat.;;;;;;Gain 2 heat.;;;;;;;;;
validated;no;moon;;;M4;Darkside Mining Syndicate;;;;18;;greenProject;space;moon;;1,11;2;0;;;greyProduction;;;;;;;;;;;;;;;Darkside Mining Syndicate;;;;$ressource_titanium$$ressource_titanium$ OR $skipline$$ressource_titanium$;;EFFECT: When you play a $tag_space$, you pay 3 or 6MC less for it.;;;;;;If you have no $other_minetile$ when playing this card, gain an additional $ressource_titanium$ production.$skipline$Increase Moon structures by 1.;;;;;;;;;
validated;no;moon;;;M5;Deep Lunar Mining;;;;18;;greenProject;moon;;;11;1;0;;;greyProduction;;;;;;;;;;;;;;;Deep Lunar Mining;;;;$ressource_titanium$$ressource_titanium$;;EFFECT: When you play a $tag_space$, you pay 6MC less for it.;;;;;;Increase Moon structures by 1.;;;;;;;;;
validated;no;moon;;;M6;Geodesic Tents;;;;12;;greenProject;moon;plant;;11,6;;0;;;production;;;;;;;;;;;;;;;Geodesic Tents;;;;$ressource_plant$;;During the production phase, this card produces 1 plant.;;;;;;Gain a $other_habitattile$.;;;;;;;;;
validated;no;moon;;;M7;He3 Fusion Plant;;;;14;;greenProject;space;moon;power;1,11,3;1;0;;;production;;;;;;;;;;;;;;;He3 Fusion Plant;;;;$ressource_heat$ / $other_minetile$;;During the production phase, this card produces 1 heat per $other_minetile$ you have.;;;;;;;;;;;;;;;
validated;no;moon;;;M8;He3 Lobbyists;;;;7;;greenProject;moon;;;11;;0;;;production;;;;;;;;;;;;;;;He3 Lobbyists;;;;$ressource_megacredit$ / $tag_moon$;;During the production phase, this card produces 1 MC per $tag_moon$ you have, including this one.;;;;;;;;;;;;;;;
validated;no;moon;;;M9;Heliostat Mirror Array;;;;10;;greenProject;power;;;3;1;0;;;production;;;;;;;;;;;;;;;Heliostat Mirror Array;;;;$ressource_heat$$ressource_heat$;;During the production phase, this card produces 2 heat.;;;;;;;;;;;;;;;
validated;no;moon;;;M10;Hypersensitive Silicon Chip Factory;;;;11;;greenProject;building;moon;;0,11;;0;;;production;;;;;;;;;;;;;;;Hypersensitive Silicon Chip Factory;;;;$ressource_megacreditvoid_4$;;During the production phase, this card produces 4MC.;;;;;;;;$other_minetile$;;Requires that you have 1 $other_minetile$.;;;;;
validated;no;moon;;;M11;Luna Mining Hub;;;;23;;greenProject;building;;;0;*;1;;;greyProduction;;;;;;;;;;;;;;;Luna Mining Hub;;/ $other_minetile$;;$ressource_steel$$ressource_titanium$;;When you play a $tag_building$, you pay 2 MC less for it. When you play a $tag_space$, you pay 3 MC less for it.;Lorsque vous jouez un $tag_building$, le coût associé est réduit de 2 MC. $skipline$ Lorsque vous jouez un $tag_space$, le coût associé est réduit de 3 MC. ;;;;;Gain a $other_minetile$.;;$other_minetile$$other_minetile$;;Requires that you have 2 $other_minetile$.;;;;;
validated;no;moon;;;M12;Luna Resort;;;;11;;greenProject;moon;;;11;;0;;;production;;;;;;;;;;;;;;;Luna Resort;;;;$ressource_megacreditvoid_3$;;During the production phase, this card produces 3MC.;;;;;;Increase Moon structures by 1.;;;;;;;;;
validated;no;moon;;;M13;Luna Senate;;;;32;;greenProject;space;moon;moon;1,11,11;*;1;;;production;;;;;;;;;;;;;;;Luna Senate;;/ $tag_moon$;;$ressource_megacredit$ / $tag_moon$;;During the production phase, this card produces 1MC per $tag_moon$ you have, including those ones.;;;;;;;;3$tag_moon$;;Requires 3 $tag_moon$.;;;;;
validated;no;moon;;;M14;Luna Train Station;;;;23;;greenProject;building;;;0;*;1;;;production;;;;;;;;;;;;;;;Luna Train Station;;/ $other_habitattile$;;$ressource_megacredit$ / $other_minetile$;;During the production phase, this card produces 1MC per $other_minetile$ you have.;;;;;;Increase Moon structures by 1.;;;;;;;;;
validated;no;moon;;;M15;Lunar Industry Complex;IV;IV;;28;;greenProject;building;moon;power;0,11,3;;0;;;mixedProduction;;;;;;;;;;;;;;;Lunar Industry Complex;Complexe Industriel Lunaire;;;$ressource_heat$$ressource_heat$$mix$$ressource_steel$$ressource_steel$$ressource_titanium$$ressource_titanium$;;During the production phase, this card produces 2 heat.$skipline$When you play a $tag_building$, you pay 4 MC less for it.$skipline$When you play a $tag_space$ you pay 6 MC less for it.;Lors de la phase de production, cette carte produit 2 chaleur.$skipline$Lorsque vous jouez un $tag_building$, vous payez 4 MC de moins.$skipline$Lorsque vous jouez un $tag_space$, vous payez 6 MC de moins.;;;;;Gain a $other_minetile$.;;$ressource_titanium$$ressource_titanium$;$ressource_titanium$$ressource_titanium$;Requires 2 $ressource_titanium$ production.;Requiert une production de 2 $ressource_titanium$.;;;;
validated;no;moon;;;M16;Mare Imbrium Mine;IV;IV;;17;;greenProject;building;moon;;0,11;1;0;;;greyProduction;;;;;;;;;;;;;;;Mare Imbrium Mine;;;;$ressource_steel$$ressource_titanium$;;When you play a $tag_building$, you pay 2 MC less for it.$skipline$When you play a $tag_space$ you pay 3 MC less for it.;Lorsque vous jouez un $tag_space$, le coût associé est réduit de 3 MC. ;;;;;Gain a $other_minetile$.;;;;;;;;;
validated;no;moon;;;M17;Mare Nectaris Mine;IV;IV;;11;;greenProject;building;moon;;0,11;;0;;;greyProduction;;;;;;;;;;;;;;;Mare Nectaris Mine;;;;$ressource_steel$;;When you play a $tag_building$, you pay 2 MC less for it.;;;;;;Gain a $other_minetile$.;;;;;;;;;
validated;no;moon;;;M18;Mare Numbium Mine;IV;IV;;12;;greenProject;building;moon;;0,11;-1;0;;;greyProduction;;;;;;;;;;;;;;;Mare Numbium Mine;;;;$ressource_steel$$ressource_titanium$;;When you play a $tag_building$, you pay 4 MC less for it.$skipline$When you play a $tag_space$ you pay 6 MC less for it.;Lorsque vous jouez un $tag_space$, le coût associé est réduit de 3 MC.;;;;;Gain a $other_minetile$.;;;;;;;;;
validated;no;moon;;;M19;Mare Serenitatis Mine;IV;IV;;21;;greenProject;science;building;moon;2,0,11;1;0;;;greyProduction;;;;;;;;;;;;;;;Mare Serenitatis Mine;;;;$ressource_steel$$ressource_titanium$;;When you play a $tag_building$, you pay 4 MC less for it.$skipline$When you play a $tag_space$ you pay 6 MC less for it.;Lorsque vous jouez un $tag_space$, le coût associé est réduit de 3 MC.;;;;;Gain $other_minetile$$other_minetile$.;;3$tag_science$;;Requires 3 $tag_science$.;;;;;
excluded;no;moon;;;M20;Microsingularity Plant;;;;10;;greenProject;moon;power;;11,3;;0;;;production;;;;;;;;;;;;;;;Microsingularity Plant;;;;$ressource_heat$$ressource_heat$$ressource_heat$;;During the production phase, this card produces 3 heat.;;;;;;;;;;;;;;;
validated;no;moon;;;M21;Momentum Virum Habitat;;;;23;;greenProject;space;power;;1,3;;0;;;production;;;;;;;;;;;;;;;Momentum Virum Habitat;;;;$ressource_megacreditvoid_3$$skipline$$ressource_heat$$ressource_heat$$ressource_heat$;;During the production phase, this card produces 3MC and 3 heat.;;;;;;Gain a $other_habitattile$.;;1$tag_moon$;;Requires 1 $tag_moon$.;;;;;
validated;no;moon;;;M22;Orbital Power Grid;;;;19;;greenProject;space;moon;power;1,11,3;1;0;;;production;;;;;;;;;;;;;;;Orbital Power Grid;;;;$ressource_heat$ / $tag_moon$;;During the production phase, this card produces 1 heat per $tag_moon$ you have, including this one.;;;;;;;;;;;;;;;
validated;no;moon;;;M23;Sinus Iridium Road Network;;;;12;;greenProject;moon;;;11;;0;;;production;;;;;;;;;;;;;;;Sinus Iridium Road Network;;;;$ressource_megacreditvoid_2$;;During the production phase, this card produces 2MC.;;;;;;Increase Moon structures by 1.;;;;;;;;;
validated;no;moon;;;M24;The Womb;;;;16;;greenProject;moon;plant;power;11,6,3;2;0;;;production;;;;;;;;;;;;;;;The Womb;;;;$ressource_card$$ressource_megacreditvoid_3$$skipline$$ressource_heat$$ressource_heat$$ressource_plant$;;During the production phase, this card produces 3MC, 2 heat and 1 plant and draw a card.;;;;;;Gain a $other_habitattile$.;;4$tag_moon$;;Requires that you have 4 $tag_moon$;;;;;
validated;no;moon;;;M25;Tycho Road Network;;;;8;;greenProject;moon;;;11;;0;;;production;;;;;;;;;;;;;;;Tycho Road Network;;;;$ressource_megacreditvoid_1$;;During the production phase, this card produces 1MC.;;;;;;Increase Moon structures by 1.;;;;;;;;;
validated;no;moon;;;M26;Undermoon Drug Lords Network;;;;2;;greenProject;moon;;;11;-1;0;;;production;;;;;;;;;;;;;;;Undermoon Drug Lords Network;;;;$ressource_megacredit$ / $other_habitattile$;;During the production phase, this card produces 1MC per $other_habitattile$ you have.;;;;;;;;;;;;;;;
validated;no;moon;;;M27;Luna Ecumenapolis;;;;35;;greenProject;building;moon;moon;0,11,11;*;1;;;production;;;;;;;;;;;;;;;Luna Ecumenapolis;;/ $other_habitattile$;;$ressource_megacredit$ / $other_habitattile$;;During the production phase, this card produces 1MC per $other_habitattile$ you have.;;;;;;Gain $other_habitattile$ $other_habitattile$.;;4$tag_space$;;Requires 4 $tag_space$.;;;;;
validated;no;moon;;;M28;Grand Luna Academy;;;;13;;greenProject;science;moon;;2,11;*;1;;;production;;;;;;;;;;;;;;;Grand Luna Academy;;/ $tag_moon$$tag_moon$;;$ressource_card$/$tag_moon$$tag_moon$$tag_moon$;;During the production phase, draw 1 card per $tag_moon$$tag_moon$$tag_moon$ you have, including this one.;;;;;;;;;;;;;;;
validated;no;moon;;;M29;Habitat 14;;;;5;;greenProject;moon;;;11;;0;;;production;;;;;;;;;;;;;;;Habitat 14;;;;$ressource_card$;;During the production phase, draw a card.;;;;;;Gain a $other_habitattile$.;;-$other_tr$;;Requires that you lose 1 $other_tr$;;;;;
validated;no;moon;;;M30;Sphere Habitat;;;;12;;greenProject;moon;;;11;;0;;;production;;;;;;;;;;;;;;;Sphere Habitat;;;;$ressource_card$;;During the production phase, draw a card.;;;;;;Gain a $other_habitattile$.;;;;;;;;;
validated;no;moon;;;M31;Habitats Greenification;;;;15;;greenProject;moon;plant;;11,6;1;0;;;production;;;;;;;;;;;;;;;Habitats Greenification;;;;$ressource_plant$ / $other_habitattile$;;During the production phase, this card produces 1 $ressource_plant$ per $other_habitattile$ you have.;;;;;;;;;;;;;;;
implemented;no;moon;;;M32;Luna Metropolis;;;;21;;greenProject;space;earth;;1,4;2;0;;;production;;;;;;;;;;;;;;;Luna Metropolis;;;;$ressource_megacredit$ / $tag_earth$;;During the production phase, this card produces 1 MC per $tag_earth$ you have, including this one.;;;;;;;;;;;;;;;
validated;no;moon;;;M60;Thorium Rush;;;;34;;redProject;building;moon;event;0,11,9;;0;;;;;;;;;;;;;;;;;;Thorium Rush;;;;;;;;;;;;Gain $other_habitattile$$other_habitattile$$skipline$Gain $other_minetile$$other_minetile$$skipline$Draw 2 cards.;;;;;;;;;
validated;no;moon;;;M61;Colonist Shuttle;;;;10;;redProject;space;earth;event;1,4,9;;0;;;;;;;;;;;;;;;;;;Colonist Shuttle;;;;;;;;;;;;Increase Moon structures by 1.$skipline$Draw a card.$skipline$If you have 3 $other_habitattile$ or more, gain 10MC.;;;;;;;;;
validated;no;moon;;;M62;He3 Production Quotas;;;;14;;redProject;power;event;;3,9;;0;;;;;;;;;;;;;;;;;;He3 Production Quotas;;;;;;;;;;;;Increase the temperature 3 steps.;;$other_minetile$$other_minetile$;;Requires that you have 2 $other_minetile$.;;;;;
validated;no;moon;;;M63;Lunar Mine Urbanization;;;;5;;redProject;moon;event;;11,9;;0;;;;;;;;;;;;;;;;;;Lunar Mine Urbanization;;;;;;;;;;;;Gain a $other_habitattile$.;;$other_minetile$;;Requires that you have 1 $other_minetile$.;;;;;
validated;no;moon;;;M64;Preliminary Darkside;;;;13;;redProject;moon;event;;11,9;;0;;;;;;;;;;;;;;;;;;Preliminary Darkside;;;;;;;;;;;;Increase Moon structures by 2.$skipline$Draw a card.;;;;;;;;;
validated;no;moon;;;M65;Darkside Meteor Bombardment;;;;20;;redProject;space;event;;1,9;;0;;;;;;;;;;;;;;;;;;Darkside Meteor Bombardment;;;;;;;;;;;;Increase Moon structures by 3.$skipline$Draw 2 cards.;;;;;;;;;
validated;no;moon;;;M80;He3 Refinery;;;;12;;blueProject;building;;;0;1;0;;;action;scalingCostActivation;;;;;;;;;;;;;;He3 Refinery;;;;$other_arrow$$skipline$$ressource_megacreditvoid_2$/$other_minetile$;;ACTION: Gain 2MC per $other_minetile$ you have.;;;;;;;;;;;;;;;
validated;no;moon;;;M81;Minerals Research Center;;;;12;;blueProject;science;;;2;*;1;;;action;scalingCostActivation;;;;;;;;;;science;;;science;Minerals Research Center;;/ $ressource_science$;;$other_arrow$$skipline$$ressource_science$/5$ressource_steel$+$ressource_titanium$;;ACTION: Add 1 $ressource_science$ here per 5 $ressource_steel$ and/or $ressource_titanium$ combined you have.;;;;;;;;;;;;;;;
blocked;no;moon;;need rework;M83;Ancient Shipyard;;;;3;;blueProject;space;moon;;1,11;;0;;;action;;;;;;;;;;;;;;;Ancient Shipyard;;;;$other_arrow$$skipline$-$other_tr$: $ressource_megacreditvoid_8$;;ACTION: lose 1 $other_tr$ to gain $ressource_megacreditvoid_5$.;;;;;;;;;;;;-$other_tr$$ressource_megacreditvoid_8$;;;
validated;no;moon;;;M84;Copernicus Tower;;;;35;;blueProject;science;moon;;2,11;*;1;;;action;;;;;;;;;;;;;;;Copernicus Tower;;/ $tag_moon$;;$other_arrow$$other_tr$;;ACTION: gain 1 $other_tr$.;;;;;;;;;;;;$other_tr$;;;
filled;no;moon;;;M85;Darkside Incubation Plant;;;;9;;blueProject;moon;microbe;;11,8;*;1;;;action;;;;;;;;;;;microbe;;;microbe;Darkside Incubation Plant;;/ $tag_microbe$$tag_microbe$;;$other_arrow$$skipline$$ressource_microbe$ OR$skipline$-$ressource_microbe$:  $other_moonparameter$;;ACTION: Add a $ressource_microbe$ here or remove a $ressource_microbe$ from this card to increase 1 $other_moonparameter$.;;;;;;;;;;;;$ressource_microbe$;;-$ressource_microbe$:$other_moonparameter$;
validated;no;moon;;;M86;Darkside Observatory;;;;8;;blueProject;science;;;2;1;0;;;action;;;;;;;;;;;;;;;Darkside Observatory;;;;$other_arrow$$skipline$$ressource_science$$ressource_science$*;;ACTION: Add 2 $ressource_science$ to another card.;;;;;;;;;;;;$ressource_science$$ressource_science$;;;
validated;no;moon;;;M87;Luna Archives;;;;15;;blueProject;science;moon;;2,11;*;1;;;action;scalingCostActivation;;;;;;;;;;science;;;science;Luna Archives;;/$ressource_science$;;$other_arrow$$skipline$$ressource_science$/$tag_moon$$tag_moon$$tag_moon$;;ACTION: Add 1 $ressource_science$ here per 3 $tag_moon$ you have.;;;;;;;;3$tag_science$;;Requires 3 $tag_science$.;;;;;
validated;no;moon;;;M88;Luna Trade Station;;;;14;;blueProject;space;;;1;1;0;;;action;scalingCostActivation;;;;;;;;;;;;;;Luna Trade Station;;;;$other_arrow$$skipline$$ressource_megacredit$/$other_habitattile$;;ACTION: Gain 1MC per $other_habitattile$ you have.;;;;;;;;;;;;;;;
validated;no;moon;;;M89;Rust Eating Bacteria;;;;9;;blueProject;microbe;;;8;*;1;;;action;scalingCostActivation;;;;;;;;;;microbe;;;microbe;Rust Eating Bacteria;;/ $tag_microbe$$tag_microbe$$tag_microbe$;;$other_arrow$$skipline$$ressource_microbe$/$ressource_steel$;;ACTION: Add 1 $ressource_microbe$ here per $ressource_steel$ you have.;;;;;;;;;;;;;;;
